SMILES,IC50_nM
C1CN(CCN1C2=CC=CC=N2)C3=NC(=C4C(=N3)N(C=N4)C5=CC=CC=C5)NCC6=CC(=CC=C6)C(F)(F)F,19630.8
CC1=CN=C(N=C1NC2=CC(=C(C(=C2)OC)OC)OC)NCC3=CN=CC=C3,
C1=CC=C2C(=C1)C=CN=C2NC3=NC4=C(S3)C=C(C=C4)C(=O)NCCC5=CC=C(C=C5)O,
C1COCCN1C2=CC=C(C=C2)NC(=O)C3=CC=CC(=N3)C4=CSC5=CC=CC=C54,
CCN(CC)C(=O)C1CCCN(C1)C2=NC(=C3C(=N2)N(C=N3)CCN4CCCC4=O)NCC5=NC6=CC=CC=C6N5,
CC1=CN=C(N=C1NCCC2=CC=C(C=C2)OC)NC3=CC=C(C=C3)N4C=CN=C4,
CN1C2=CC=CC=C2N=C1NC3=NC(=C4C(=N3)N(C=N4)CC5=CC=C(C=C5)C(F)(F)F)NCCC6=CC=C(C=C6)O,18149.4
CC(=O)C1=CC=CC(=C1)C2=NC(=C3C(=N2)N(C=N3)CC4=CC=C(C=C4)C(F)(F)F)NC5=CC=C(C=C5)N6CCOCC6,15140.8
CC1=CC(=NC(=N1)C2=C(ON=C2C)C)NCCO,
C1=CC=C(C=C1)NC2=NC(=C3C(=N2)N(C=N3)CC4=CC=C(C=C4)C(F)(F)F)NCCOC5=CC=CC=C5,18161.2
C1COCCN1C2=CC=C(C=C2)NC3=CC=CC(=N3)C(=O)NCCC4=CC=C(C=C4)O,
C1CCN(CC1)CC2=CC(=CC=C2)NC(=O)C3=CC(=CC=C3)N4C=C(C=N4)C=CC(=O)C5=CC=CC=C5,
CC(C)C1=NN(C=N1)C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CC(=CC=C4)N5CCOCC5,19226.0
C1CN(CC2=CC=CC=C21)C3=NC4=C(N3)C(=NC=N4)NCCN5CCOCC5,
COC1=C(C=C2C(=C1)C(=NC(=N2)Cl)NCCOC3=CC=CC=C3)OC,
CC1=CC(=NC(=N1)C2=CN=C(C=C2)N3CCOCC3)NC4CC4,
CCN(CC)C(=O)C1CCCN(C1)C2=NC=CC(=C2)C(=O)NCC3=CN=CC=C3,
C1CN(CC2=CC=CC=C21)C3=NC(=C4C(=N3)N(C=N4)C5=CSC=C5)NCC6=CC=CC=C6,19020.2
C1CC(CCC1NC2=NC=NC(=C2)NCCC3=CC=C(C=C3)O)O,
CC(C)N(CCNC1=NC(=NC=C1)N2CCCC2CO)C(C)C,
C1CCC(CC1)N2C=NC3=C(N=C(N=C32)NC4=CC=C(C=C4)C(F)(F)F)NCC5=CC=CC=C5,17179.0
CC(C)N1C2=NC=NC(=C2N=C1NCCN3CCOCC3)NCCCN4CCCC4=O,
CC(C)N(CCNC(=O)C1=CC=CC(=N1)C2=CN=C(C=C2)N3CCOCC3)C(C)C,
COC1=CC=C(C=C1)CCNC(=O)C2=CC(=CC=C2)N3CCOCC3,
CCNC1=NC2=CC(=C(C=C2C(=N1)NC3=CC=C(C=C3)NC(=O)C)OC)OC,12249.4
CC(C)N1C=NC2=C(N=C(N=C21)C3=CN=C(C=C3)N4CCOCC4)NCC5=CC(=CC=C5)C(F)(F)F,
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC=CC(=C4)C(=O)NC5=CC=CC=C5,
COC1=CC=C(C=C1)NC2=NC3=C(C(=N2)NCC4CCCO4)NC=N3,
C1COCCN1C2=CC(=CC(=C2)C3=NC(=NC=C3)NC4=CC=C(C=C4)N5CCOC5=O)[N+](=O)[O-],
COC1=CC(=CC(=C1OC)OC)NC2=C3C(=NC(=N2)NC4=NC=CC5=CC=CC=C54)N(C=N3)C6=CSC=C6,
C1CCC(CC1)N2C=NC3=C(N=C(N=C32)NC4=CC=C(C=C4)C(F)(F)F)NCCCN5CCCC5=O,
C1CC(=O)N(C1)CCN2C=NC3=C(N=C(N=C32)NC4CCN(CC4)CC5=CC=CC=C5)NC6=CC=CC=C6,14108.0
CCNC1=NC2=CC=CC=C2C(=C1)C(=O)NCC3=CC=CC=C3,
COC1=NC=C(C=C1)C2=NC(=C3C(=N2)N(C=N3)C4=CC=CC=C4)NCCC5=CC=C(C=C5)O,
C1CN(CCC1NC(=O)C2=CC(=NC=C2)C3=CC=C(C=C3)C(=O)N)CC4=CC=CC=C4,
COC1=CC=C(C=C1)C2=NC3=C(S2)C=C(C=C3)C(=O)NCC4=CN=CC=C4,
C1CN(CCC1NC2=C3C(=NC(=N2)NC4=NC=NC=C4)N(C=N3)C5=CSC=C5)CC6=CC=CC=C6,
C1CC(=O)N(C1)CCCNC2=CC=CC(=C2)C(=O)NCC3=CC(=CC=C3)C(F)(F)F,
C1=CC=C(C=C1)CNC2=C3C(=NC(=N2)NC4=CC5=C(C=C4)N=CC=C5)N(C=N3)CC6=CC=C(C=C6)C(F)(F)F,20353.8
C1CC1NC(=O)C2=CC(=NC=C2)NC3=CC=C(C=C3)N4CCOCC4,
C1OC2=C(O1)C=C(C=C2)CNC3=NC(=C4C(=N3)N(C=N4)C5=CSC=C5)NCC6=CN=CC=C6,13617.2
CC1=C(C(=NO1)C)C2=NC(=C3C(=N2)N(C=N3)CCN4CCCC4=O)NC5=CC=CC=C5,
CC(C)N1C=NC2=C(N=C(N=C21)NC3=CC=C(C=C3)N4CCOCC4)N,18974.4
CNC(=O)C1=CC=CC=C1NC2=CC(=NC=C2C(F)(F)F)NC(=O)CC3=CC=CC=C3,
C1COCCN1C2=CC=CC(=C2)C3=NC(=NC=C3)NC4=CC=C(C=C4)N5C=NC(=N5)C6=CC=CC=C6,19226.0
C1=CC=C(C=C1)C2=NC=CC(=N2)NCCC3=CC=CC=N3,
CN1CCN(CC1)C2=CC=C(C=C2)C3=NC(=C4C(=N3)N(C=N4)C5=CC=CC=C5)NCC6=CC(=CC=C6)C(F)(F)F,16872.8
C1CC(=O)N(C1)CCCNC2=NC(=C3C(=N2)N(C=N3)C4=CC=CC=C4)NC5=CC=CC=C5,
CC1=CN=C(N=C1NCCCN2CCCC2=O)NC3=CC=C(C=C3)N4C=CN=C4,
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC5=C(C(=N4)NCCN6CCOCC6)NC=N5,
COC1=CC(=CC(=C1OC)OC)NC2=C3C(=NC(=N2)C4=CC(=CC=C4)N)N(C=N3)C5CCCCC5,
COC1=CC=C(C=C1)CCNC(=O)C2=NC(=CC=C2)NC3CCN(CC3)CC4=CC=CC=C4,
C1CC1NC(=O)C2=CC=C(C=C2)C3=NC4=C(C(=N3)NC5=CC=C(C=C5)OC6=CC=CC=C6)NC=N4,
C1=CC=C(C=C1)OC2=CC=C(C=C2)NC3=NC=NC4=C3NC(=N4)NC5=NC=CC=N5,
CC1=C(C(=NN1C)C)C2=NC(=CC=C2)C(=O)NC3=CC=CC=C3,
CC1=CC(=NC(=N1)NC2=CC(=C(C(=C2)OC)OC)OC)NCC3=CC(=CC=C3)C(F)(F)F,
CC1=CC(=NC(=N1)N2CCOCC2)NCCOC3=CC=CC=C3,
C1=CC=C2C(=C1)C=CN=C2NC3=CC=CC(=N3)C(=O)NCCC4=CC=C(C=C4)O,
CC(C)N(CCNC(=O)CC1=CN(C2=CC=CC=C21)C3=NN=C(C=C3)NC4=CC=NN4C)C(C)C,
C1=CC=C(C=C1)NC2=NC(=NC3=C2NC=N3)C4=CSC5=CC=CC=C54,
CNC(=O)C1=CC=CC=C1NC2=CC(=NC=C2C(F)(F)F)NC(=O)CC3=CC=C(C=C3)F,
CCCNC(=O)CC1=CN(C2=CC=CC=C21)C3=NN=C(C=C3)NC4=CC(=CC=C4)N(C)C,
CC1=CC(=NC(=N1)NC2=CC=NC=C2)NCC3=CC=CC=C3,
C1CC(=O)N(C1)CCCNC(=O)C2=CN=C(S2)NC3=CC=CC=N3,
CCN(CC)C(=O)C1CCCN(C1)C2=NN=C(C=C2)N3C=C(C4=CC=CC=C43)CC(=O)NCC5=CN=CC=C5,
CCN(CC)C(=O)C1CCCN(C1)C2=NC(=C3C(=N2)N(C=N3)C4=CSC=C4)NC5=CC=C(C=C5)NC(=O)C,
CC(=O)NC1=CC=C(C=C1)NC2=NC=NC3=C2NC(=N3)C4=CN=C(C=C4)OC,
COC1=CC(=CC(=C1OC)OC)NC2=NC3=C(S2)C=C(C=C3)C(=O)NCC4=CN=CC=C4,
C1CN(CCN1C2=CC=CC=N2)C3=NC=NC(=C3)NCCOC4=CC=CC=C4,
CC1=CN=C(N=C1NCCO)NC2=NC3=CC=CC=C3N2C,
COC1=CC=C(C=C1)CCNC(=O)C2=CN=C(S2)C3=CC(=CC=C3)N,
COC1=CC=C(C=C1)CCNC2=CC(=NC(=N2)N)N3CCN(CC3)CC4=CC5=C(C=C4)OCO5,
C1=CC=C(C=C1)NC2=NC3=C(N2)C(=NC=N3)NCCC4=CC=C(C=C4)O,
CC(=O)C1=CC=CC(=C1)C2=NC(=C3C(=N2)N(C=N3)C4=CC=CC=C4)NCCC5=CC=C(C=C5)O,
CN(C)C1=CC=CC(=C1)NC2=NC=CC(=N2)NCCO,
C1CC2=C(CC1NCC3=CC=CC=C3)C=NN2C4=CC=CC(=C4)C(=O)NC5=CC=C(C=C5)N6CCOCC6,
C1=CC=C(C(=C1)C(=O)N)NC2=CC(=NC=C2)NC3=CN=CC=C3,
CC(=O)NC1=CC=C(C=C1)NC(=O)C2=CC(=CC=C2)N3CCOCC3,
C1=CC=C(C=C1)OC2=CC=C(C=C2)NC(=O)C3=CN=C(S3)C4=CC=CS4,
C1COCCN1C2=NC=C(C=C2)C3=CC(=CN=C3)C(=O)NCCOC4=CC=CC=C4,
CN(C)C1=CC=CC(=C1)NC2=NC(=C3C(=N2)N(C=N3)C4CCCCC4)N,
COC1=CC=C(C=C1)CCNC2=C3C(=NC(=N2)C4=CC=CC=C4)N(C=N3)CCN5CCCC5=O,
C1CN(CCC1NC(=O)CC2=CN(C3=CC=CC=C32)C4=NN=C(C=C4)N5CCOCC5)CC6=CC=CC=C6,
C1CN(CCC1NC2=NC(=NC=C2)N3CCN(CC3)C4=CC=CC=N4)CC5=CC=CC=C5,
CC1=CC(=NC(=N1)NC2=NC=CC3=CC=CC=C32)NC4CCN(CC4)CC5=CC=CC=C5,
C1=CC(=CC(=C1)C(F)(F)F)CNC2=CC(=NC=N2)NC3=NC=CN=C3,
C1=CC=C(C=C1)NC2=NC(=C3C(=N2)N(C=N3)C4=CC=CC=C4)NCCC5=CC=C(C=C5)O,17365.6
C1CC(=O)N(C1)CCCNC(=O)CC2=CN(C3=CC=CC=C32)C4=NN=C(C=C4)NCC5=CN=CC=C5,
COC1=CC(=CC(=C1OC)OC)NC2=C3C(=NC(=N2)NC4CCC(CC4)O)N(C=N3)CC5=CC=C(C=C5)C(F)(F)F,21471.2
COC1=CC(=CC(=C1OC)OC)NC2=NC(=NC3=CC(=C(C=C32)OC)OC)NC4=CC=C(C=C4)N5CCOCC5,
CC(=O)NC1=CC=C(C=C1)NC(=O)CC2=CN(C3=CC=CC=C32)C4=NN=C(C=C4)N5CCN(CC5)C6=CC=CC=N6,
CN1C(=CC=N1)NC2=CC=CC(=N2)C(=O)NCCCN3CCCC3=O,
C1OC2=C(O1)C=C(C=C2)CC(=O)NC3=NC=C(C(=C3)NC4=CC=CC=C4C(=O)N)F,
CC1=C(C(=NO1)C)C2=NC3=C(C(=N2)NCCOC4=CC=CC=C4)NC=N3,
C1=CC=C(C=C1)NC(=O)C2=CC(=NC=C2)NC3=NC=CC4=CC=CC=C43,
C1=CC(=CC=C1C(F)(F)F)NC2=NC3=C(C(=N2)NCCO)NC=N3,
CN1CCN(CC1)C2=CC=C(C=C2)C3=NC(=C4C(=N3)N(C=N4)C5CCCCC5)NCC6=CC=CC=C6,
C1CC(=O)N(C1)CCN2C=NC3=C(N=C(N=C32)C4=CC=C(C=C4)C(=O)NC5CC5)NC6=CC=C(C=C6)OC7=CC=CC=C7,
COC1=CC=C(C=C1)C2=NC3=C(S2)C=C(C=C3)C(=O)NCCC4=CC=C(C=C4)O,
C1=CC=C(C=C1)OCCNC2=NC(=NC3=C2NC=N3)NC4=NC=NC=C4,
CCN(CC)C(=O)C1CCCN(C1)C2=NC(=C3C(=N2)N(C=N3)C4=CC=CC=C4)NCCCN5CCCC5=O,
C1CC(=O)N(C1)CCCNC2=NC3=CC=CC=C3C(=C2)C(=O)NCCCN4CCCC4=O,
C1CCC(CC1)N2C=NC3=C(N=C(N=C32)Cl)NCCOC4=CC=CC=C4,12654.4
CC(C)N(CCNC1=C2C(=NC(=N1)N3CCC4=CC=CC=C4C3)N(C=N2)C5=CSC=C5)C(C)C,
COC1=CC=C(C=C1)C2=NC=C(S2)C(=O)NC3CCN(CC3)CC4=CC=CC=C4,
CC1=CN=C(N=C1NCC2=CC=CC=C2)NC3=CC=C(C=C3)N4CCOCC4,
CCCNC(=O)C1=CC(=NC=C1)NC2=CC=NC=C2,
COC1=CN=C(N=C1NC2=CC=CC=C2C(=O)N)NC3=CC=C(C=C3)N4CCOCC4,
C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=C3)N4C=C(C=N4)C5=NC=NN5,
COC1=CC=C(C=C1)C2=NC(=C3C(=N2)N(C=N3)C4CCCCC4)NCCOC5=CC=CC=C5,13769.4
CN1C2=CC=CC=C2N=C1NC3=NC(=C4C(=N3)N(C=N4)CCN5CCCC5=O)NC6=CC=C(C=C6)N7CCOCC7,16886.2
CC1=C(C(=NO1)C)C2=NC3=C(N=CN=C3N2C(C)C)NCC4=NC5=CC=CC=C5N4,
CCN(CC)C1=NC(=NC(=N1)NC2CC2)NC3=CC(=C(C(=C3)OC)OC)OC,
C1=CC=C(C=C1)CNC2=NC=NC3=C2NC(=N3)NC4=NC=CN=C4,
CCN(CC)C(=O)C1CCCN(C1)C2=CC=CC(=N2)C(=O)NCCN3CCOCC3,
C1CC(N(C1)C2=NC(=C3C(=N2)N(C=N3)CC4=CC=C(C=C4)C(F)(F)F)N)CO,
CN(C)C1=CC=CC(=C1)NC2=NC(=C3C(=N2)N(C=N3)C4CCCCC4)NCC5=CC=CC=C5,19187.4
C1=CC=C(C=C1)OCCNC(=O)C2=CN=C(S2)NC3=CC=C(C=C3)C(F)(F)F,
C1OC2=C(O1)C=C(C=C2)CNC3=NC(=C4C(=N3)N(C=N4)C5=CSC=C5)NCC6=CC=CC=C6,15874.4
C1=CC=C(C=C1)C2=CC=C(S2)C(=O)NCCC3=CC=C(C=C3)O,
C1CC1NC(=O)C2=CC=C(C=C2)C3=NC(=CS3)C(=O)NCCO,
CC1=C(C(=NO1)C)C2=NC3=CC(=C(C=C3C(=N2)NC4=CC=CC=C4)OC)OC,10574.6
C1CC1NC(=O)C2=CC(=NC=C2)NC3=CC=NC=C3,
CC1=C(C(=NN1C)C)C2=NC(=C3C(=N2)N(C=N3)C4CCCCC4)NCCO,
COC1=C(C=CC(=C1)NC(=O)C2=CC(=CC=C2)N3C=C(C=N3)C=CC(=O)C4=CC=CC=C4)CN5CCOCC5,
CCN(CC)C1=NC(=NC(=N1)NC2=CC=NN2C)NCCN(C(C)C)C(C)C,
CC(=O)NC1=CC=C(C=C1)NC(=O)C2=CC(=NC3=CC=CC=C32)NC4CCC(CC4)O,
C1CN(CCC1NC2=NC=NC(=C2)NC3=CC=CC=C3)CC4=CC=CC=C4,16074.8
C1COCCN1C2=NC=C(C=C2)C3=NC=CC(=N3)NCC4=CN=CC=C4,
CCN(CC)C1=NC(=NC(=N1)NC2=CC(=C(C(=C2)OC)OC)OC)NCCN(C(C)C)C(C)C,
CCN(CC)C1=NC(=NC(=N1)NC2CCN(CC2)CC3=CC=CC=C3)OC4=CC=CC=C4,
CC(C)N1C=NC2=C(N=C(N=C21)NCC3=CC4=C(C=C3)OCO4)NC5=CC=C(C=C5)NC(=O)C,16662.6
C1CN(CCC1NC(=O)C2=CN=C(S2)N3CCN(CC3)CC4=CC5=C(C=C4)OCO5)CC6=CC=CC=C6,
C1=CC=C(C=C1)CNC(=O)C2=CN=C(S2)C3=CC4=C(C=C3)NC=C4,
C1COCCN1CCNC2=CC(=NC(=N2)N)NC3=NC=NC=C3,
C1CC(N(C1)C2=NC(=C3C(=N2)N(C=N3)C4=CSC=C4)NCC5=CC=CC=C5)CO,
CCN(CC)C(=O)C1CCCN(C1)C2=NC(=NC(=C2)NC3=CC(=C(C(=C3)OC)OC)OC)N,
C1=CC=C(C=C1)NC(=O)C2=CSC(=N2)NC3=NC=CN=C3,
C1CC1NC(=O)C2=CC3=C(C=C2)N=C(S3)NC4=CC=NC=C4,
C1=CC(=CC=C1N2C3=C(C=CC(=C3)C4=NC=NN4)C=N2)F,
CN(CC1=CC=CC=C1)C(=O)C2=NC3=C(S2)C=C(C=C3)C4=CNN=C4.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,
CN1C2=CC=CC=C2N=C1NC3=NC(=C4C(=N3)N(C=N4)C5=CSC=C5)NCC6=CC=CC=C6,
CCN(CC)C(=O)C1CCCN(C1)C2=NC=C(C(=N2)N)C,
C1CC1NC(=O)C2=CC3=C(C=C2)N=C(S3)Br,
COC1=C(C=C2C(=C1)C(=NC(=N2)NC3=CC=C(C=C3)C(F)(F)F)NCCN4CCOCC4)OC,
C1CN(CCC1C(=O)NCCOC2=CC=CC=C2)C3=NN=C(C=C3)NC4=CC5=C(C=C4)N=CC=C5,
COC1=CC=C(C=C1)CCNC(=O)C2=CC3=C(C=C2)N=C(S3)NC4=NC=CN=C4,
C1=CC=C(C=C1)NC2=C3C(=NC(=N2)NC4=CC=CC=C4)N(C=N3)C5=CC=CC=C5,17084.6
CN(C)C1=CC=CC(=C1)NC2=NC=CC(=C2)C(=O)NC3CCN(CC3)CC4=CC=CC=C4,17728.2
C1CN(CCC1N2CCOCC2)C3=NC4=CC=CC=C4C(=C3)C(=O)NCCOC5=CC=CC=C5,
C1CC1NC2=NC(=NC(=C2)NC3=NC=NC=C3)N,
CC1=CN=C(N=C1NCCN2CCOCC2)C3=CC(=CC=C3)N,
C1COCCN1C2=CC=C(C=C2)NC3=NC(=C4C(=N3)N(C=N4)CC5=CC=C(C=C5)C(F)(F)F)NCCC6=CC=C(C=C6)O,
C1CC(=O)N(C1)CCCNC(=O)C2=NC(=CC=C2)NC3CCN(CC3)CC4=CC=CC=C4,
C1=CC=C(C=C1)C2=CC(=NC(=N2)N)NCC3=NC4=CC=CC=C4N3,
CC(C)N1C=NC2=C(N=C(N=C21)NC3=CN=C(C=C3)OC)NCC4=CC=C(C=C4)OC,
COC1=CC=CC(=C1)CNC(=O)CNC2=C(C=C(C=C2)C3=C4C=CNC4=NC=N3)C(=O)N5CCOCC5.C(=O)(C(F)(F)F)O,
C1COCCN1CCNC(=O)C2=CC=CC(=N2)C3=CC(=CC=C3)N,
COC1=CC(=CC(=C1OC)OC)NC2=C3C(=NC(=N2)NC4=CC=C(C=C4)C(F)(F)F)N(C=N3)CCN5CCCC5=O,
CC(C)N(CCNC1=C2C(=NC(=N1)N3CCCC3CO)N(C=N2)CC4=CC=C(C=C4)C(F)(F)F)C(C)C,
CCN(CC)C1=NC(=NC(=N1)NC2=NC3=CC=CC=C3N2C)NCC4=CN=CC=C4,
CC(C)N(CCNC(=O)C1=CSC(=N1)NC2=CC=CC=C2)C(C)C,
C1=CC=C(C=C1)NC2=NC(=CS2)C(=O)NCCOC3=CC=CC=C3,
CC(=O)C1=CC=CC(=C1)C2=CC(=CC=C2)C(=O)NC3=CC=C(C=C3)OC4=CC=CC=C4,
CN1CCN(CC1)C(=O)C2=CC=C(C=C2)C3=NC(=CS3)C(=O)NC4=CC=CC=C4,
COC1=C(C=C2C(=C1)C(=NC(=N2)NC3=CC=CC=C3)NC4CC4)OC,11429.6
C1COCCN1C2=CC=C(C=C2)NC3=NC4=C(C(=N3)NCC5=CC(=CC=C5)C(F)(F)F)NC=N4,
CC(C)N(CCNC1=C2C(=NC(=N1)N3CCN(CC3)C4=CC=CC=N4)N(C=N2)CC5=CC=C(C=C5)C(F)(F)F)C(C)C,20019.4
C1=CC2=C(C=CC(=C2)NC3=NC(=C4C(=N3)N(C=N4)CC5=CC=C(C=C5)C(F)(F)F)NCCC6=CC=C(C=C6)O)N=C1,18095.4
CN(C)C1=CC=CC(=C1)NC2=NC(=C3C(=N2)N(C=N3)C4CCCCC4)NCC5=CN=CC=C5,
COC1=CC=C(C=C1)C2=NC=CC(=C2)C(=O)NCCO,
COC1=C(C=CC(=C1)NC(=O)C2=CC(=CC=C2)N3C=C(C=N3)NC(=O)CC4=CC=CC=C4)N5CCOCC5,
CN1CCC(CC1)OC2=C(C=CC(=C2)C3=CNN=C3)NC(=O)CC4=CC(=CC=C4)OC.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,
CC1=CC(=NC(=N1)C2=CC=C(C=C2)C(=O)N)NCCO,
C1CN(CCC1NC(=O)C2=CN=C(S2)NC3=CC=C(C=C3)C(F)(F)F)CC4=CC=CC=C4,
C1CN(CCC1NC(=O)C2=CC=CC(=N2)C3=CC=CS3)CC4=CC=CC=C4,
CC1=CN=C(N=C1NCCC2=CC=C(C=C2)O)NCC3=CC4=C(C=C3)OCO4,
C1CC(=O)N(C1)CCN2C=NC3=C(N=C(N=C32)C4=CSC5=CC=CC=C54)NCCOC6=CC=CC=C6,
COC1=NC=C(C=C1)NC2=NC3=CC(=C(C=C3C(=N2)NCC4=CC(=CC=C4)C(F)(F)F)OC)OC,13716.4
C1CC1NC2=C3C(=NC(=N2)N4CCN(CC4)C5=CC=CC=N5)N(C=N3)C6=CSC=C6,18619.2
CC1=CC(=NC(=N1)C2=CC=CC=C2)NCCCN3CCCC3=O,
CC(C)N(CCNC(=O)C1=CC(=CC=C1)NC2=NC=NC=C2)C(C)C,
COC1=CC=C(C=C1)C2=NC=C(S2)C(=O)NCC3=CC=CC=C3,
CN1CCN(CC1)C2=CC=C(C=C2)C3=NC(=CS3)C(=O)NCCCN4CCCC4=O,
CCNC1=NC(=C2C(=N1)N(C=N2)C3=CSC=C3)NC4=CC5=C(C=C4)OCO5,15874.4
C1CN(CCC1C(=O)NCC2=CC=CC=C2)C3=NN=C(C=C3)NC4=CC=C(C=C4)N5C=CN=C5,
C1CC(CN(C1)C(=O)C(C2=C(C=C(C=C2)Br)F)O)NC3=CC4=C(C=C3)NN=C4.C(=O)(C(F)(F)F)O,
C1=CC=C(C=C1)NC2=C3C(=NC(=N2)NC4=CN=CC=C4)N(C=N3)C5=CSC=C5,12792.0
CN(C)CCOC1=C(C=CC(=C1)C2=CNN=C2)NC(=O)C3CC4=CC=CC=C4C(=O)C3.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,16342.0
CCN(CC)C(=O)C1CCCN(C1)C2=NC(=C3C(=N2)N(C=N3)C4CCCCC4)NCCC5=CC=C(C=C5)OC,
CC1=CN=C(N=C1NCC2=CC(=CC=C2)C(F)(F)F)C3=CC=CS3,
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC(=C5C(=N4)N(C=N5)C6=CSC=C6)NCC7=CC=CC=C7,17813.6
CN(C)C1=CC=CC(=C1)NC2=NC(=C3C(=N2)N(C=N3)CC4=CC=C(C=C4)C(F)(F)F)NCC5=CC=CC=C5,17483.0
CC1=C(C(=NO1)C)C2=NC(=CS2)C(=O)NCCC3=CC=C(C=C3)OC,
C1COCCN1C2=CC=C(C=C2)NC3=NN=C(C=C3)N4C=C(C5=CC=CC=C54)CC(=O)NCCC6=CC=C(C=C6)O,
C1CN(CCN1C2=CC=CC=N2)C3=NC(=CS3)C(=O)NC4=CC=C(C=C4)N5CCOCC5,
CC1=C(C(=NO1)C)C2=CC(=CN=C2)C(=O)NCCCN3CCCC3=O,
CCCNC1=C2C(=NC(=N1)C3=CC4=C(C=C3)NC=C4)N(C=N2)C(C)C,
CC(C)N1C=NC2=C(N=C(N=C21)C3=CC=C(C=C3)OC)NCCC4=CC=C(C=C4)OC,
CN(C)C1=CC=CC(=C1)NC2=NC3=C(C(=N2)NCCC4=CC=C(C=C4)OC)NC=N3,13024.8
COC1=NC=C(C=C1)C2=NC=CC(=C2)C(=O)NCC3=CC=CC=C3,
C1COCCN1CCNC(=O)C2=CC(=NC=C2)NC3=NC=NC=C3,
CC1=CN=CC2=C1C(=CC=C2)N3CCN(CC3)C(=O)C(C4=CC(=CC=C4)Br)N.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,
CC1=CC(=CC=C1)NC(=O)NC2=CN(N=C2)C3=CC=CC(=C3)C(=O)N,
CCCN1C=C(C(=N1)C2=CC=C(C=C2)F)C3=CC(=NC=C3)NC4=CC=C(C=C4)N5C=NC(=N5)C.C(=O)(C(F)(F)F)O,
C1CCC(CC1)N2C=NC3=C(N=C(N=C32)NCC4=CC5=C(C=C4)OCO5)NCCC6=CC=C(C=C6)O,20342.0
CC1=C(C(=NO1)C)C2=NC(=C3C(=N2)N(C=N3)C(C)C)NCCCN4CCCC4=O,
C1CN(CCC1NC(=O)C2=CC3=C(C=C2)N=C(S3)NC4=NC=CN=C4)CC5=CC=CC=C5,
C1CCC(CC1)N2C=NC3=C(N=C(N=C32)NC4CCC(CC4)O)NC5CCN(CC5)CC6=CC=CC=C6,
CCN(CC)C1=NC(=NC(=N1)N2CCCC(C2)C(=O)N(CC)CC)NCCOC3=CC=CC=C3,
COC1=CC=C(C=C1)CCNC(=O)C2=CN=CC(=C2)C3=CC=C(C=C3)C(=O)N,
C1=CC=C(C=C1)CNC2=CC(=NC=N2)NC3=NC=CN=C3,
CC1=CN=C(N=C1NC2=CC=C(C=C2)N3CCOCC3)C4=CN=C(C=C4)N5CCOCC5,16686.6
CCCNC1=NC(=NC=C1C)NCC2=CC3=C(C=C2)OCO3,
CC1=CC(=NC(=N1)NC2=NC3=CC=CC=C3N2C)NC4CCN(CC4)CC5=CC=CC=C5,
CC1=CN=C(N=C1NCC2=NC3=CC=CC=C3N2)C4=CC=C(C=C4)C(=O)N5CCN(CC5)C,
CCCNC(=O)C1=NC(=CC=C1)NC2=NC=CC3=CC=CC=C32,
C1COCCN1C2=CC=C(C=C2)NC3=NC(=C4C(=N3)N(C=N4)CC5=CC=C(C=C5)C(F)(F)F)N,11333.8
CC1=C(C=C(C=C1)C(=O)N2CCCC(C2)NC3=CC=CC4=C3C(=CN=C4)C)F.C(=O)(C(F)(F)F)[O-],
CCN(CC)C(=O)C1CCCN(C1)C2=NC(=C3C(=N2)N(C=N3)C4=CSC=C4)NC5=CC=C(C=C5)N6CCOCC6,16186.0
CN(C)CCCN(CC1=CC(=CC=C1)OC)C(=O)NC2=C(C=C(C=C2)C3=CNN=C3)OC.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,
C1COCCN1C2=CC=C(C=C2)NC(=O)CC3=CN(C4=CC=CC=C43)C5=NN=C(C=C5)N6CCOCC6,
C1CC(=O)N(C1)CCCNC2=NC(=NC=C2)C3=CC=CS3,
CC(=O)NC1=CC=C(C=C1)NC2=CC(=NC=N2)NC3=CC4=C(C=C3)N=CC=C4,
C1=CC(=CC(=C1)C(F)(F)F)CNC(=O)C2=CN=CC(=C2)C3=CC=CS3,
C1=CC=C(C=C1)C2=NC(=C3C(=N2)N(C=N3)C4=CSC=C4)NC5=CC=C(C=C5)OC6=CC=CC=C6,
C1OC2=C(O1)C=C(C=C2)NC3=NC(=NC=C3)NC4=CC=C(C=C4)N5C=CN=C5,16081.4
CC(C)N(CCNC1=C2C(=NC(=N1)NC3=CC=C(C=C3)N4CCOCC4)N(C=N2)C5=CC=CC=C5)C(C)C,15589.4
CC1=CC(=NC(=N1)NCCCN2CCCC2=O)NC3=CC=C(C=C3)NC(=O)C,
