SMILES,pIC50
CN(C)C1=CC=CC(=C1)NC2=NC3=CC(=C(C=C3C(=N2)NC4=CC=CC=C4)OC)OC,2.3629107264696696
CCOC1=CC2=C(C=C1)N=C(S2)N3C(C(=C(C3=O)O)C(=O)C4=CC=CS4)C5=CC=C(C=C5)C,2.3565473235138126
CC1=CC=C(C=C1)C(=C2C(N(C(=O)C2=O)C3=NC4=C(S3)C=C(C=C4)C)C5=CC=C(C=C5)C(C)(C)C)O,2.3565473235138126
CCOC(C)N1C=C(C=N1)C2=CC(=CC=C2)C3=NNC4=C3C=C(C=C4)C5=NN=CN5C(C)C,2.350470434052181
C1=CC(=CC(=C1)Cl)C2C(=C(C(=O)N2C3=NC4=C(S3)C=C(C=C4)F)O)C(=O)C5=CC=CS5,2.3467874862246565
CC1=CC(=NC(=N1)NC2=CC=C(C=C2)N3CCOCC3)NCC4=CC(=CC=C4)C(F)(F)F,2.3388501427552133
CCCCOC1=CC=C(C=C1)C2C(=C(C3=CC4=C(C=C3)OCCO4)O)C(=O)C(=O)N2C5=NC6=C(S5)C=C(C=C6)C,2.337242168318426
CNC1=C2C3=CC=CC=C3C(=O)C4=C2C(=CC=C4)N(C1=O)C,2.3279021420642825
CC1=CC(=NC(=N1)NC2=CC(=CC=C2)N(C)C)NCCC3=CC=C(C=C3)OC,2.321299565001696
CC1=C(N2C=C(C=CC2=N1)C3=CN4C(=NC(=C4C(=O)NCC5=CC(=CC=C5)OC)C)C=C3)C(=O)NCC6=CC(=CC=C6)OC.C(=O)(C(F)(F)F)O,2.3182162335321186
COC1=CC2=C(C=C1)OCC(C2)C(=O)NC3=C(C=C(C=C3)C4=CNN=C4)OCCOCC=C.C(=O)(C(F)(F)F)O,2.3182162335321186
COC1=CC2=C(C=C1)OCC(C2)C(=O)NC3=C(C=C(C=C3)C4=CNN=C4)OCCOCC=C.C(=O)(C(F)(F)F)O,2.3182162335321186
CC1=C(N2C=C(C=CC2=N1)C3=CN4C(=NC(=C4C(=O)NCC5=CC(=CC=C5)OC)C)C=C3)C(=O)NCC6=CC(=CC=C6)OC.C(=O)(C(F)(F)F)O,2.3182162335321186
COC1=C(C=C2C(=C1)C(=NC(=N2)NC3=CC=C(C=C3)N4CCOCC4)NC5=CC6=C(C=C5)OCO6)OC,2.3147062186132157
CC1=CC(=NC(=N1)NC2=CC(=CC=C2)N(C)C)NC3=CC4=C(C=C3)OCO4,2.3114911923434787
CCCOC1=CC=C(C=C1)C2C(=C(C3=CC4=C(C=C3)OCCO4)O)C(=O)C(=O)N2C5=NC6=C(S5)C=C(C=C6)Cl,2.3010299956639813
CCOC1=CC2=C(C=C1)N=C(S2)N3C(C(=C(C4=CC=CC=C4)O)C(=O)C3=O)C5=CC=C(C=C5)C(C)(C)C,2.3010299956639813
CC1=CN=C(C=C1N2C3=C(C=NC=C3)N(C2=O)CC(=O)N)C4=C(C=CC(=C4)Cl)F,2.3010299956639813
CC1CCCOC2=CC=CC=C2C(=O)NC3=CC=CC(=N3)C4=NN=CN14,2.288024145648244
CCCCCOC1=CC=C(C=C1)C2C(=C(C3=CC4=C(C=C3)OCCO4)O)C(=O)C(=O)N2C5=NC6=C(S5)C=C(C=C6)C,2.283996656365201
CCCCOC1=CC=C(C=C1)C2C(=C(C3=CC4=C(C=C3)OCCO4)O)C(=O)C(=O)N2C5=NC6=C(S5)C=C(C=C6)Cl,2.283996656365201
COC1=CC=C(C=C1)CCNC2=C3C(=NC(=N2)NC4=CC=C(C=C4)N5CCOCC5)N(C=N3)CC6=CC=C(C=C6)C(F)(F)F,2.2759700270644023
CC1=CC(=NC(=N1)NC2=CC(=CC=C2)N(C)C)NC3=CC4=C(C=C3)OCO4,2.2741700096794197
C1COCCN1C2=CC=C(C=C2)NC3=NC(=C4C(=N3)N(C=N4)CC5=CC=C(C=C5)C(F)(F)F)NC6=CC7=C(C=C6)OCO7,2.2707541927746933
CC(C)N1C=NC2=C(N=C(N=C21)NC3=CC=C(C=C3)N4CCOCC4)NCC5=CC(=CC=C5)C(F)(F)F,2.265680319140993
CCOC1=CC=C(C=C1)C(=C2C(N(C(=O)C2=O)C3=NC4=C(S3)C=C(C=C4)C)C5=CC=C(C=C5)F)O,2.2596373105057563
CN1C2=CC=CC=C2C(=O)N1C3=CC=CC(=N3)C4=NN=CN4C5CC5,2.2596373105057563
C1CC1N2C=NN=C2C3=NC(=CC=C3)N4C(=O)C5=CC=CC=C5S4,2.2596373105057563
C1CCOC(C1)N2C3=CC=CC=C3C(=O)N2C4=CC=CC(=N4)C5=NN=CN5C6CC6,2.2596373105057563
C1C2=CC=CC=C2C(=O)N1C3=CC=CC(=N3)C4N=NC5=CC=CN45,2.2596373105057563
C1CC2=NN=C(N2C1CO)C3=NC(=CC=C3)N4CC5=CC=CC=C5C4=O,2.2596373105057563
C1CC1N2C=NN=C2C3=NC(=NC=C3)N4CC5=CC=CC=C5C4=O,2.2596373105057563
C1CCC(C1)N2C=NN=C2C3=CC4=C(C=C3)NN=C4C5=CC(=CC=C5)N6C=C(N=C6)C7CC7,2.2594794139463352
COC1=C(C=C2C(=C1)C(=NC(=N2)NC3=CC=C(C=C3)N4CCOCC4)NC5=CC=C(C=C5)N6CCOCC6)OC,2.2555505425532014
C1CCC(CC1)N2C=NC3=C(N=C(N=C32)NC4=CC=C(C=C4)N5CCOCC5)NCCOC6=CC=CC=C6,2.247260306064672
C1=CC2=C(C=C1C3=NC(=NC=C3)N)NN=C2N,2.244887733604929
C1COCCN1C2=CC=C(C=C2)NC3=NC(=C4C(=N3)N(C=N4)C5=CSC=C5)NC6=CC7=C(C=C6)OCO7,2.2426799034533276
COC1=C(C=C2C(=C1)C(=NC(=N2)NC3=CC=C(C=C3)N4CCOCC4)NCCOC5=CC=CC=C5)OC,2.2347040703019436
COC1=C(C=C2C(=C1)C(=NC(=N2)NC3=CC=C(C=C3)N4CCOCC4)NC5=CC=C(C=C5)OCCN6CCCCC6)OC,2.2346295197083514
CC1=CC(=C(C=C1N2C=C(N=C2)C3CC3)C(=O)NC4=CC=CC=N4)F,2.2218487496163566
CC1=CC(=C(C=C1N2C=C(N=C2)C3CC3)C(=O)NC4=CC=CC=N4)F,2.2218487496163566
CCN(CC)C1=NC(=NC(=N1)NC2=CC=C(C=C2)N3CCOCC3)NC4=CC=C(C=C4)N5C=CN=C5,2.219682687859849
CC1=CC(=NC(=N1)NC2=CC(=CC=C2)N(C)C)NCCOC3=CC=CC=C3,2.219250768896448
C1CN2C=NN=C2C3=NC(=CC=C3)NC(=O)C4=CC=CC=C4OC1,2.217169194797408
CC(C)N1C=NN=C1C2=CC(=CC=C2)NC(=O)C3=CN(N=C3OC)C,2.2101373699536184
CN(C)C1=CC=CC(=C1)NC2=NC3=CC(=C(C=C3C(=N2)NC4=CC5=C(C=C4)OCO5)OC)OC,2.206698646386885
COC1=C(C=C2C(=C1)C(=NC(=N2)NC3=CC=C(C=C3)N4CCOCC4)NCC5=CC(=CC=C5)C(F)(F)F)OC,2.20453710560962
COC1=C(C=C2C(=C1)C(=NC(=N2)NCC3=CC4=C(C=C3)OCO4)NC5=CC=C(C=C5)N6CCOCC6)OC,2.2031482509501132
CC1=CC(=C2C(=C1)SC(=N2)N3C(C(=C(C4=CC=C(C=C4)Cl)O)C(=O)C3=O)C5=CC=C(C=C5)C(C)C)C,2.2006594505464183
CC1=CC(=C(C=C1N2C=C(N=C2)C3CC3)C(=O)NC4=CC=CC=N4)F,2.200000237109353
CC(C)N1C=NC2=C(N=C(N=C21)NC3=CC=C(C=C3)N4CCOCC4)NCC5=CC(=CC=C5)C(F)(F)F,2.194023649282437
CC1C(C(CC(O1)N2C3=C(C=C(C=C3)O)C4=C5C(=C6C7=CC=CC=C7NC6=C42)CNC5=O)NC(=O)C)O,2.193820026016113
CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=C3)NC4=CC=CC=C4C5=NC=CC=N5)C(F)(F)F)OC.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,2.1932097284159333
CN(C)C1=CC=CC(=C1)NC2=NC3=CC(=C(C=C3C(=N2)NC4=CC=C(C=C4)N5CCOCC5)OC)OC,2.1921944677293754
CC1=CC(=NC(=N1)NC2=CC=CC=C2)NC3=CC=C(C=C3)N4CCOCC4,2.1894986522334703
CC1=CC(=NC(=N1)NC2=CC=C(C=C2)N3CCOCC3)NCC4=CC(=CC=C4)C(F)(F)F,2.182236367719632
CC(C)N1C=NN=C1C2=NC(=CC=C2)N(C)C(=O)N(C)C3=NN4C=CC=CC4=C3,2.177766519761156
CC1=CC(=NC(=N1)N2CCN(CC2)C3=CC=CC=N3)NC4=CC=C(C=C4)N5CCOCC5,2.1760044088440322
CC1=CC(=NC(=N1)N2CCN(CC2)C3=CC=CC=N3)NC4=CC=C(C=C4)N5CCOCC5,2.1760044088440322
CC1=CC(=NC(=N1)NC2=CC(=CC=C2)N(C)C)NCCC3=CC=C(C=C3)OC,2.175809059347417
CC1=CC(=NC(=N1)N2CCN(CC2)CC3=CC4=C(C=C3)OCO4)NC5=CC=C(C=C5)N6CCOCC6,2.1756788751492286
CC(=O)NC1=CC=C(C=C1)NC2=NC(=NC3=CC(=C(C=C32)OC)OC)NC4=CC5=C(C=C4)N=CC=C5,2.175548729963387
CC1=CC(=NC(=N1)NCC2=CC3=C(C=C2)OCO3)NC4=CC=C(C=C4)N5CCOCC5,2.1745738822321767
CC1=CC(=NC(=N1)NCC2=CC3=C(C=C2)OCO3)NC4=CC=C(C=C4)N5CCOCC5,2.1745738822321767
CC1=CC(=NC(=N1)N2CCC3=CC=CC=C3C2)NC4=CC=C(C=C4)N5CCOCC5,2.174444067709643
COC1=C(C=C2C(=C1)C(=NC(=N2)NC3=CC=NC=C3)NC4=CC=C(C=C4)N5CCOCC5)OC,2.1741845550147962
COC1=CC=C(C=C1)CCNC2=NC(=NC=C2)NC3=CC=C(C=C3)N4CCOCC4,2.173730780606274
C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=N3)NCC4=CC(=CC=C4)C(F)(F)F,2.1734716936593483
COC1=C(C=C2C(=C1)C(=NC(=N2)NC3=CC=C(C=C3)N4CCOCC4)NC5=CC=C(C=C5)N6CCOCC6)OC,2.1728246517013075
CCCNC1=C2C(=NC(=N1)NC3=CC=C(C=C3)N4CCOCC4)N(C=N2)CC5=CC=C(C=C5)C(F)(F)F,2.1717268879479303
CC1=CN=C(N=C1NCC2=CC=CC=C2)NC3=CC=C(C=C3)N4CCOCC4,2.17134010346468
COC1=CC=C(C=C1)CCNC2=NC(=NC3=CC(=C(C=C32)OC)OC)NC4=CC=C(C=C4)N5CCOCC5,2.168450148004244
CN(C)C1=CC=CC(=C1)NC2=NC3=CC(=C(C=C3C(=N2)NCCOC4=CC=CC=C4)OC)OC,2.1683221508085335
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3)C,2.1676827300777384
CN(C)C1=CC=CC(=C1)NC2=NC=CC(=N2)NC3=CC(=C(C(=C3)OC)OC)OC,2.1648804095754506
CN(C)C1=CC=CC(=C1)NC2=NC=CC(=N2)NC3=CC(=C(C(=C3)OC)OC)OC,2.158452834743447
CN(C)C1=CC=CC(=C1)NC2=NC3=CC(=C(C=C3C(=N2)NC4CC4)OC)OC,2.1572659810517303
C1CCC(CC1)N2C=NC3=C(N=C(N=C32)NC4=CC=C(C=C4)N5CCOCC5)NCCOC6=CC=CC=C6,2.1558335895497995
CC1=CC(=NC(=N1)NC2=CC(=CC=C2)N(C)C)NCCOC3=CC=CC=C3,2.1555228242543185
C1CNC(=O)C2=C(C1=C3C(=O)NC(=N3)N)C=C(N2)Br,2.154901959985743
CC(=O)NC1=CC=CC(=C1)NC2=NC3=CC=CC=C3C=N2,2.1542819820333414
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NCC3=CC=CC=C3,2.153786636120613
C1CC1C2=CN(C=N2)C3=CC=CC(=C3)C4=NNC5=C4C=C(C=C5)C6=NN=CN6C7CC7,2.152119002554625
CC(C)N1C=NC2=C(N=C(N=C21)NCC3=CC4=C(C=C3)OCO4)NC5=CC6=C(C=C5)OCO6,2.146240966925231
COC1=CC(=CC(=C1OC)OC)NC2=NC3=CC(=C(C=C3C(=N2)NC4=CC=C(C=C4)N5CCOCC5)OC)OC,2.143996546002779
C1CC(C1)N2C=NN=C2C3=CC4=C(C=C3)NN=C4C5=CC(=CC=C5)N6C=C(N=C6)C7CC7,2.138107309608554
COC1=CC=C(C=C1)CCNC2=C3C(=NC(=N2)NC4=CC=C(C=C4)N5CCOCC5)N(C=N3)C6=CSC=C6,2.1305335899191333
CC1=CC(=C(C=C1N2C=C(N=C2)C3CC3)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C(C)C)F,2.1248808345374317
CC1=CC=C(C=C1)C(=C2C(N(C(=O)C2=O)C3=NC4=C(S3)C=C(C=C4)F)C5=CC=C(C=C5)C(C)(C)C)O,2.1191864077192086
CN(C)C1=CC=CC(=C1)NC2=NC3=CC(=C(C=C3C(=N2)NCCC4=CC=C(C=C4)OC)OC)OC,2.1179310555638517
CC(=O)NC1=CC=C(C=C1)NC2=NC(=NC3=CC(=C(C=C32)OC)OC)NC4=CC(=CC=C4)N(C)C,2.1112029325433195
COC1=CC(=CC(=C1OC)OC)NC2=NC(=NC3=CC(=C(C=C32)OC)OC)NC4=CC=C(C=C4)N5CCOCC5,2.111146833017064
CN(C)C1=CC=CC(=C1)NC2=NC=CC(=N2)NCCC3=CC=C(C=C3)OC,2.1103621995933324
CC(=O)NC1=CC=CC(=C1)NC2=NC3=CC=CC=C3C=N2,2.1084625423274357
CC(C)N1C2=NC=NC(=C2N=C1NC3=CC(=CC=C3)N(C)C)NC4=CC=C(C=C4)N5CCOCC5,2.1050750226404564
CC(C)N1C2=NC=NC(=C2N=C1NC3=CC(=CC=C3)N(C)C)NC4=CC=C(C=C4)N5CCOCC5,2.1050750226404564
CC(C)N1C=NC2=C(N=C(N=C21)NC3=CC=C(C=C3)N4CCOCC4)NC5CCN(CC5)CC6=CC=CC=C6,2.1036391545306836
CC(C)N1C=NC2=C(N=C(N=C21)NC3=CC=C(C=C3)N4CCOCC4)NC5CCN(CC5)CC6=CC=CC=C6,2.1036391545306836
C1CCC(CC1)N2C=NC3=C(N=C(N=C32)NC4=CC=C(C=C4)N5CCOCC5)NC6CCN(CC6)CC7=CC=CC=C7,2.1018235165023236
CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)COCCOCCNC(=O)C9=CC(=C(C=C9)C1=C2C=CC(=[N+](C)C)C=C2OC2=C1C=CC(=C2)N(C)C)C(=O)O)OC.[Cl-],2.0969100130080562
CCNC1=NC2=CC(=C(C=C2C(=N1)NC3=CC=C(C=C3)N4CCOCC4)OC)OC,2.0965301714928297
CCNC1=NC2=CC(=C(C=C2C(=N1)NC3=CC=C(C=C3)N4CCOCC4)OC)OC,2.0965301714928297
C1CCC(CC1)N2C=NC3=C(N=C(N=C32)NC4=CC=C(C=C4)N5CCOCC5)NC6CCN(CC6)CC7=CC=CC=C7,2.0906044540328947
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC=CC=C3F,2.088097003955967
CCN(CC)C1=NC(=NC(=N1)N2CCN(CC2)CC3=CC4=C(C=C3)OCO4)NC5=CC=C(C=C5)N6CCOCC6,2.08767164203959
C1COCCN1C2=CC=C(C=C2)NC3=NC(=NC(=C3)C4=CC5=C(C=C4)NC=C5)N,2.0855510593014457
COC1=C(C=C2C(=C1)C(=NC(=N2)NC3CCN(CC3)CC4=CC=CC=C4)NC5=CC=C(C=C5)N6CCOCC6)OC,2.0829148093594325
CN(C)C1=CC=CC(=C1)NC2=NC3=CC(=C(C=C3C(=N2)NC4=CC(=C(C(=C4)OC)OC)OC)OC)OC,2.0816026611563
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC=CC(=C4)C5=CN(N=C5)C,2.079198618174346
COC1=C(C=C2C(=C1)C(=NC(=N2)NC3=CC=C(C=C3)N4CCOCC4)NC5=CC=CC=C5)OC,2.070223567195098
CC1=CC(=NC(=N1)NC2=CC(=CC=C2)N(C)C)NC3CCN(CC3)CC4=CC=CC=C4,2.0665127121512947
C1COCCN1C2=CC=C(C=C2)NC3=NC(=C4C(=N3)N(C=N4)C5=CSC=C5)NCC6=CC(=CC=C6)C(F)(F)F,2.0644927341752872
C1CCC(CC1)N2C=NC3=C(N=C(N=C32)N4CCN(CC4)CC5=CC6=C(C=C5)OCO6)NC7CCN(CC7)CC8=CC=CC=C8,2.0627329277885873
CC(=O)NC1=CC=C(C=C1)NC2=NC(=NC3=CC(=C(C=C32)OC)OC)NC4=CC(=CC=C4)N(C)C,2.0626827522375057
CC1=C(C=C(C=C1)C2=NNC3=C2C=C(C=C3)C4=NN=CN4C(C)C)N5C=C(N=C5)C6CC6,2.0590355065072004
CCN(CC)C1=NC(=NC(=N1)NC2=CC=C(C=C2)N3CCOCC3)NC4=CC=C(C=C4)N5C=CN=C5,2.0558135387163126
CC(C)N1C=NC2=C(N=C(N=C21)N3CCN(CC3)CC4=CC5=C(C=C4)OCO5)NCC6=CC(=CC=C6)C(F)(F)F,2.0543837207732683
CC1=CN=C(N=C1NCC2=CC(=CC=C2)C(F)(F)F)NC3=CC=C(C=C3)N4CCOCC4,2.0528114344739063
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC(=CC=C4)N5C=NC(=N5)C6CC6,2.0517337801197044
CN1C2=CC=CC=C2N=C1NC3=NC4=CC(=C(C=C4C(=N3)NC5=CC=C(C=C5)N6CCOCC6)OC)OC,2.0483711061633616
CC1=CC(=NC(=N1)NC2=CC(=CC=C2)N(C)C)NCCC3=CC=C(C=C3)O,2.0463852583093596
CC1=CC(=NC(=N1)C2=CC=C(C=C2)OC)NC3=CC=C(C=C3)N4CCOCC4,2.04301563225724
CCOC1=CC=C(C=C1)C2C(=C(C(=O)N2C3=NC4=C(S3)C=C(C=C4)C)O)C(=O)C5=CC=CS5,2.0409586076789066
C1CN(CCC1NC2=C3C(=NC(=N2)NC4=CC=C(C=C4)N5CCOCC5)N(C=N3)C6=CSC=C6)CC7=CC=CC=C7,2.033576654056307
COC1=CC=C(C=C1)CCNC2=C3C(=NC(=N2)NC4=CC=C(C=C4)N5CCOCC5)N(C=N3)C6=CC=CC=C6,2.0325924434025273
CC(=O)NC1=CC=CC(=C1)NC2=NC3=CC=CC=C3C=N2,2.0316571690410545
C1CN(CCC1NC2=C3C(=NC(=N2)NC4=CC=C(C=C4)N5CCOCC5)N(C=N3)C6=CSC=C6)CC7=CC=CC=C7,2.026502691267937
COC1=CC=C(C=C1)CCNC2=C3C(=NC(=N2)NC4=CC=C(C=C4)N5CCOCC5)N(C=N3)CC6=CC=C(C=C6)C(F)(F)F,2.0213174348430556
COC1=CC=C(C=C1)CCNC2=C3C(=NC(=N2)NC4=CC=C(C=C4)N5CCOCC5)N(C=N3)C6=CSC=C6,2.020998251525279
COC1=C(C=C2C(=C1)C(=NC(=N2)NC3=CC=CC=C3)NC4=CC=C(C=C4)N5CCOCC5)OC,2.020998251525279
CC(=O)NC1=CC=C(C=C1)NC2=NC(=NC3=CC(=C(C=C32)OC)OC)NC4=NC5=CC=CC=C5N4C,2.0126913262688175
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC=CC(=C4)C5=CN(N=C5)COC,2.0084195428256604
CC(C)OC1=CC=C(C=C1)NC(=O)N2CCN(CC2)C3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCCC5,2.0
CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,2.0
CC(C)(C)C1=CC(=NO1)NC(=O)NC2=CC=C(C=C2)C3=CN4C5=C(C=C(C=C5)OCCN6CCOCC6)SC4=N3,2.0
CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C,2.0
CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)C(NC6=O)O)N(C)C(=O)C9=CC=CC=C9)OC,2.0
CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC,2.0
CCNC1=C2C3=CC=CC=C3C(=O)C4=C2C(=CC=C4)N(C1=O)C,2.0
CC(C)(CC(=O)NCCN1C=CC2=C1C(=NC=N2)NC3=CC(=C(C=C3)OC4=CC=CC(=C4)C(F)(F)F)Cl)O,2.0
C1=CC(=C(C(=C1)Cl)C2=[N+](C=CC3=C(C=CN=C32)C4=C(C=C(C=C4)F)Cl)[O-])Cl,2.0
COC1=CC=C(C=C1)C2=C(N=CO2)C(=O)NCC3=CC=NC=C3,2.0
CC(C)(C(=O)NCCN1C=CC2=C1C(=NC=N2)NC3=CC(=C(C=C3)OC4=C5C=NSC5=CC=C4)Cl)N,2.0
CC1=CC=C(C=C1)S(=O)(=O)O.CC(C)(C(=O)NCCN1C=CC2=C1C(=NC=N2)NC3=CC(=C(C=C3)OC4=CC(=CC=C4)Cl)Cl)S(=O)(=O)C,2.0
CC(C)(C)NS(=O)(=O)C1=CN=CC(=C1)C2=CC3=NC(=NN3C=C2)N,2.0
CC1=C(C=CC(=C1F)S(=O)(=O)C)C(=O)N2CCOC3=C(C2)C=C(C=C3)C4=CN=C(C=C4)N,2.0
C1CNC2=C(C=C1C(=O)NCCO)C(=NC=N2)NC3=CC(=C(C=C3)OC4=C5C=CSC5=CC=C4)Cl,2.0
C1CNC2=C(C=C1C(=O)NCCO)C(=NC=N2)NC3=CC(=C(C=C3)OC4=C5C=CSC5=CC=C4)Cl,2.0
CN1C2=NC(=NC=C2C=C(C1=O)S(=O)(=O)C3=C(C=C(C=C3)F)F)NC4=CC5=C(C=C4)NC=C5,2.0
CC(C)(C)C(=O)N(C1=CC=CC=C1)C2=CC=CC(=C2)NC3=NC=C4C=C(C=CC4=N3)Br,2.0
CC(=O)NC1=CC=CC(=C1)NC2=NC=C3C=C(C=CC3=N2)C4=CN(N=C4)C,2.0
C1=CC=C(C=C1)NC2=NC3=CC=CC=C3C=N2,2.0
CN(C)C1=CC=CC(=C1)NC2=NC=NC3=C2NC=N3,2.0
CC(=O)NC1=CC=CC(=C1)NC2=NC=NC3=C2NC=N3,2.0
CC(C)(C)C(=O)N(C1=CC=CC=C1)C2=CC=CC(=C2)NC3=NC=C4C=C(C=CC4=N3)C5=CN(N=C5)C,2.0
C1=CC=C(C=C1)NC2=NC=NC3=C2NC=N3,2.0
C1=CC=C2C(=C1)C=NC(=N2)NC3=CC=C(C=C3)F,2.0
CC(=O)NC1=CC=CC(=C1)NC2=NC=C3C=C(C=CC3=N2)C4=CC(=CC=C4)N,2.0
C1=CC(=CC=C1NC2=NC=C3C=C(C=CC3=N2)Br)F,2.0
CC(=O)NC1=CC=CC(=C1)NC2=NC=C3C=C(C=CC3=N2)Br,2.0
C1=CC=C2C(=C1)C=NC(=N2)NC3=CC(=CC=C3)Cl,2.0
C1=CC(=CC(=C1)Cl)NC2=NC=NC3=C2NC=N3,2.0
C1=CC(=CC(=C1)N)C2=CC3=CN=C(N=C3C=C2)NC4=CC=CC(=C4)N,2.0
C1=CC(=CC(=C1)NC2=NC=C3C=C(C=CC3=N2)Br)N,2.0
C1=CC(=CC=C1NC2=NC=NC3=C2NC=N3)F,2.0
C1=CC=C2C(=C1)C=NC(=N2)NC3=CC=CC(=C3)N,2.0
C1=CC=C(C=C1)NC2=NC=C3C=C(C=CC3=N2)C4=CNN=C4,2.0
CN1C=C(C=N1)C2=CC3=CN=C(N=C3C=C2)NC4=CC=CC=C4,2.0
CC(C)(C)C(=O)N(C1=CC=CC=C1)C2=CC=CC(=C2)NC3=NC=C4C=C(C=CC4=N3)C5=CNN=C5,2.0
C1=CC=C(C=C1)NC2=NC=C3C=C(C=CC3=N2)C4=CC(=CC=C4)N,2.0
CN1C=C(C=N1)C2=CC3=CN=C(N=C3C=C2)NC4=CC=CC(=C4)N,2.0
C1=CC=C(C=C1)NC2=NC=C3C=C(C=CC3=N2)Br,2.0
CN(C)C1=CC=C(C=C1)C(=O)NC2=CC=CC(=C2)NC(=O)COC3=CC4=C(C=C3)C(=O)C=CO4,2.0
CS(=O)(=O)NC1=C(N=CC(=C1)C2=CC=NC=C2)Cl,2.0
COC1=C(C=C(C=N1)C2=CC3=C(COC3)C(=C2)NC(=O)CN4CCOCC4)NS(=O)(=O)C,2.0
C1C=CCOC2=C(C=CC=C2Br)C(=O)NC3=CC=CC(=N3)C4=NN=CN41,2.0
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=CN=CC4=CC=CC=C43,2.0
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=CN=C4N3C=CC=C4,2.0
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)OC3=CC=CC=C3,2.0
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=CC(=NN3C)C4CC4,2.0
CC1=CN=C(N=C1NC2=CC=C(C=C2)N3CCOCC3)C4=CC(=CC=C4)N,1.9906341016537554
CC1=CC(=NC(=N1)N2CCN(CC2)CC3=CC4=C(C=C3)OCO4)NC5=CC6=C(C=C5)OCO6,1.983635320543706
CN(C)C1=CC=CC(=C1)NC2=NC3=CC(=C(C=C3C(=N2)NC4=CC=CC=C4)OC)OC,1.981923936354205
COC1=C(C=C2C(=C1)C(=NC(=N2)NC3=CC=C(C=C3)N4CCOCC4)NCC5=CC=CC=C5)OC,1.980094800195386
CC1=CC(=NC(=N1)N2CCC3=CC=CC=C3C2)NC4=CC=C(C=C4)N5CCOCC5,1.9758428455403272
C1CN(CCC1NC2=NC(=C3C(=N2)N(C=N3)CC4=CC=C(C=C4)C(F)(F)F)NC5=CC=C(C=C5)N6CCOCC6)CC7=CC=CC=C7,1.9708192110924532
COC1=C(C=C2C(=C1)C(=NC(=N2)NC3=CC=C(C=C3)N4CCOCC4)NCCOC5=CC=CC=C5)OC,1.9685915357483759
CN(C)C1=CC=CC(=C1)NC2=NC3=C(C(=N2)NC4=CC=C(C=C4)N5CCOCC5)NC=N3,1.9655319772449575
C1CN(CCC1NC2=NC(=C3C(=N2)N(C=N3)CC4=CC=C(C=C4)C(F)(F)F)NC5=CC=C(C=C5)N6CCOCC6)CC7=CC=CC=C7,1.9604669123306102
C1CN(CCC1NC2=NC(=NC=C2)NC3=CC=C(C=C3)N4CCOCC4)CC5=CC=CC=C5,1.9595559016373236
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC(=C5C(=N4)N(C=N5)C6=CSC=C6)NCCC7=CC=C(C=C7)O,1.9562448730313204
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC(=CC(=C4)OC)N5C=C(N=C5)C6CC6,1.9471522165991397
C1COCCN1C2=CC=C(C=C2)NC3=NC(=C4C(=N3)N(C=N4)CC5=CC=C(C=C5)C(F)(F)F)NC6=CC7=C(C=C6)OCO7,1.9468446970381206
CC1=CC(=NC(=N1)NC2=CC=C(C=C2)N3CCOCC3)NC4=CC5=C(C=C4)OCO5,1.942143791258112
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC(=C(C=C4)N5CCOCC5)N6C=C(N=C6)C7CC7,1.9343082719067293
C1COCCN1C2=CC=C(C=C2)NC3=NC(=NC4=C3NC=N4)NC5=CC6=C(C=C5)N=CC=C6,1.9322969559599346
